movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Midnight Run (1988),Action Comedy Crime Thriller,Major Studio,07,14605683,216483782,1.1373647191668183E8
Midnight Sun (2018),Drama Romance,Small / Indie Studio,03,5001842,34185311,2.625317497446979E7
Midnight in Paris (2011),Comedy Fantasy Romance,Small / Indie Studio,05,835339,211256678,4.431191440138385E7
Midnight in the Garden of Good and Evil (1997),Crime Drama Mystery Thriller,Major Studio,11,10227674,49060973,9.776731019958663E7
Midsommar (2019),Drama Horror Mystery Thriller,Mid-size Studio,07,8049033,59506632,9.151967241945344E7
Midway (2019),Action Drama History War,Major Studio,10,21959796,156305606,1.4745497260755292E8
Mighty Aphrodite (1995),Comedy Fantasy Romance,Mid-size Studio,10,672122,13316073,4.7059825389089376E7
Mighty Joe Young (1998),Action Adventure Family Thriller,Major Studio,12,20402151,97434290,2.434626843015438E8
Mighty Morphin Power Rangers (1995),Action Adventure Family Sci-Fi Thriller,Major Studio,06,26977562,136759605,2.157629581511599E8
Migration (2023),Adventure Animation Comedy Family,Major Studio,12,12820702,309044669,1.297649765514341E8
Mike and Dave Need Wedding Dates (2016),Comedy Romance,Major Studio,07,21732805,100727212,1.2583693790506367E8
Mike's Murder (1984),Drama Mystery Thriller,Major Studio,03,707940,3200816,5.011413958299071E7
Mile 22 (2018),Action Thriller,Mid-size Studio,08,17127748,82833795,1.0746572884413591E8
Milk (2008),Biography Drama History,Mid-size Studio,11,2118237,79643356,7.943250591490804E7
Milk Money (1994),Comedy Romance,Major Studio,09,12372657,38383612,5.68583578544199E7
Millennium (1989),Drama Sci-Fi Thriller,Major Studio,08,4085769,14618199,2.927946331030209E7
Miller's Crossing (1990),Crime Drama Thriller,Major Studio,09,67708,12197103,3.2926544458825093E7
Million Dollar Arm (2014),Biography Drama Family Sport,Major Studio,05,13933670,50992122,1.0105290313385293E8
Million Dollar Baby (2004),Drama Sport,Major Studio,12,298864,359998878,1.4363330839961728E8
Million Dollar Mystery (1987),Comedy Mystery,Small / Indie Studio,06,1418344,2730591,3.8606033313669406E7
Mimic (1997),Horror Sci-Fi,Mid-size Studio,08,15278431,49794873,5.843033328623839E7
Minari (2020),Drama,Mid-size Studio,02,223960,17698911,4.7059825389089376E7
Mindhunters (2004),Crime Horror Thriller,Mid-size Studio,06,3321580,35123762,3.857800745560038E7
Mindwalk (1990),Drama,Small / Indie Studio,10,17554,1782885,2.4490993193020694E7
Minions (2015),Adventure Animation Comedy Crime Family Sci-Fi,Major Studio,04,153150394,1534512801,1.3907811189196942E9
Minions: The Rise of Gru (2022),Adventure Animation Comedy Crime Family Sci-Fi,Major Studio,06,114703608,1008098468,1.1346253042345963E9
Minority Report (2002),Action Crime Mystery Sci-Fi Thriller,Major Studio,06,62216796,624961103,6.103403719431696E8
Miracle (2004),Biography Drama History Sport,Major Studio,02,32182085,107030782,2.4482417760462737E8
Miracle Mile (1988),Action Drama Romance Thriller,Small / Indie Studio,05,863871,2898736,3.79149932211743E7
Miracle on 34th Street (1994),Drama Family Fantasy,Major Studio,11,5826444,97906460,4.014262760932161E7
Miracles from Heaven (2016),Biography Drama Family,Small / Indie Studio,03,19359608,96811606,1.0349419256362072E8
Mirai (2018),Adventure Animation Drama Family Fantasy,Small / Indie Studio,07,79106,35953029,3.980788806004712E7
Mirror Mirror (2012),Adventure Comedy Drama Family Fantasy,Small / Indie Studio,03,24773961,250059150,1.8901497268079594E8
Mirrors (2008),Horror Mystery,Major Studio,08,16261576,113783237,1.1052004303803726E8
Mischief (1985),Comedy Romance,Major Studio,02,7635816,25348397,3.3279025448886316E7
Misery (1990),Drama Thriller,Major Studio,11,24192577,147115945,1.2138320733705679E8
Miss Congeniality (2000),Action Comedy Crime Romance,Major Studio,12,18301378,387573158,2.434626843015438E8
Miss Congeniality 2: Armed & Fabulous (2005),Action Comedy Crime,Major Studio,03,22557305,162866243,1.1052004303803726E8
Miss Firecracker (1989),Comedy Drama,Small / Indie Studio,04,114608,4687903,2.4490993193020694E7
Miss Granny (2015),Comedy Fantasy Music,Small / Indie Studio,01,122854,78609522,5.267504157817069E7
Miss Peregrine's Home for Peculiar Children (2016),Adventure Drama Family Fantasy Thriller,Major Studio,09,37734211,387498765,3.5385712800814354E8
Miss Potter (2006),Biography Drama Romance,Major Studio,12,15021,54584520,3.9571860202310935E7
Missing (2023),Drama Mystery Thriller,Major Studio,01,9424799,50206716,4.2322162176812686E7
Missing Link (2019),Adventure Animation Comedy Family Fantasy,Small / Indie Studio,04,7294342,32595625,9.184674392590722E7
Missing in Action (1984),Action Adventure Drama Thriller War,Small / Indie Studio,11,18424788,68887420,1.1435735686264025E8
Missing in Action 2: The Beginning (1985),Action Drama Thriller War,Small / Indie Studio,03,11281161,31364471,4.276480076092751E7
Mission to Mars (2000),Adventure Sci-Fi Thriller,Major Studio,03,41634509,202174129,3.169221984386279E8
Mission: Impossible (1996),Action Adventure Thriller,Major Studio,05,90870763,915363601,9.652333864297353E8
Mission: Impossible - Dead Reckoning Part One (2023),Action Adventure Thriller,Major Studio,07,56301896,587976166,5.634311705860039E8
Mission: Impossible - Fallout (2018),Action Adventure Thriller,Major Studio,07,76497504,1029566000,7.763958871373038E8
Mission: Impossible - Ghost Protocol (2011),Action Adventure Thriller,Major Studio,12,17829602,968812306,7.089193332948179E8
Mission: Impossible - Rogue Nation (2015),Action Adventure Thriller,Major Studio,07,73479439,940879953,7.763958871373038E8
Mission: Impossible - The Final Reckoning (2025),Action Adventure Thriller,Small / Indie Studio,05,62728623,576890107,7.312627351156999E8
Mission: Impossible II (2000),Action Adventure Thriller,Major Studio,05,105374513,995333830,1.1918842040462863E9
Mission: Impossible III (2006),Action Adventure Thriller,Major Studio,05,74292313,620065645,7.686038929470248E8
Mississippi Burning (1988),Crime Drama Mystery Thriller,Mid-size Studio,12,596913,91788524,1.4057899420571595E8
Mississippi Masala (1991),Drama Romance,Small / Indie Studio,02,102457,16392080,2.4490993193020694E7
Mister Johnson (1990),Drama,Small / Indie Studio,03,25454,3372627,2.4490993193020694E7
Mistress (1992),Comedy Drama,Small / Indie Studio,08,76335,2464606,2.4490993193020694E7
Misunderstood (1984),Drama,Major Studio,03,2768997,4606701,2.927946331030209E7
Mixed Nuts (1994),Comedy Drama,Major Studio,12,4883961,14436660,6.379873202190257E7
Mo' Better Blues (1990),Drama Music Romance,Major Studio,08,10533223,38781728,8.690414590056708E7
Mo' Money (1992),Action Comedy Crime Romance Thriller,Major Studio,07,27688005,89928802,2.012881348086595E8
Moana (2016),Adventure Animation Comedy Family Fantasy Musical,Major Studio,11,74016517,840827305,7.913559225314728E8
Moana 2 (2024),Adventure Animation Comedy Family Fantasy Musical,Major Studio,11,139787385,1059242164,1.0218313819440038E9
Mobile Suit Gundam GQuuuuuuX: Beginning (2025),Action Adventure Animation Drama Sci-Fi,Small / Indie Studio,01,864448,25498034,3.657388036173855E7
Mobsters (1991),Crime Drama,Major Studio,07,13890405,46634963,8.20526895676028E7
Modern Romance (1981),Comedy Romance,Major Studio,03,62879,9882077,3.2926544458825093E7
Mohabbatein (2000),Drama Musical Romance,Small / Indie Studio,10,1038347,7795526,7.861351788670197E7
Mojin: The Lost Legend (2015),Action Adventure Drama Fantasy Horror Mystery Thriller,Small / Indie Studio,12,370539,343267608,1.7707105270190334E8
Mojin: The Worm Valley (2018),Action Adventure Fantasy Horror Mystery,Small / Indie Studio,12,63189,27959375,3.62410168919543E7
Moll Flanders (1996),Drama Romance,Major Studio,06,1911151,6973692,8.397651414898947E7
Molly's Game (2017),Biography Crime Drama,Mid-size Studio,12,3007348,75868157,1.1974431793302733E8
Mom and Dad Save the World (1992),Adventure Comedy Family Sci-Fi,Major Studio,07,2201166,4548125,4.490091315185284E7
Mona Lisa (1986),Crime Drama Romance Thriller,Small / Indie Studio,06,284359,16582224,5.403144665638594E7
Mona Lisa Smile (2003),Drama,Small / Indie Studio,12,19658483,241010621,2.3643683382712728E8
Money Monster (2016),Action Crime Drama Mystery Thriller,Small / Indie Studio,05,19327932,121919170,1.1101909324036819E8
Money Talks (1997),Action Comedy Crime Thriller,Major Studio,08,20820888,94598701,1.1052004303803726E8
Money Train (1995),Action Comedy Crime Drama Thriller,Major Studio,11,21838277,72938613,1.2138320733705679E8
Money for Nothing (1993),Comedy Crime Drama,Major Studio,09,1066637,2257943,4.111068864783675E7
Moneyball (2011),Biography Drama Sport,Major Studio,09,27195534,153688041,2.074833243385727E8
Mongol: The Rise of Genghis Khan (2007),Action Biography Drama History War,Small / Indie Studio,09,204738,40134150,5.944002285653892E7
Monkey Man (2024),Action Crime Thriller,Major Studio,04,10119435,35271631,7.427196524716334E7
Monkey Shines (1988),Drama Horror Sci-Fi Thriller,Mid-size Studio,07,5045205,14176732,3.7519652606088676E7
Monkey Trouble (1994),Adventure Comedy Crime Family,Major Studio,03,9573009,34819014,4.2322162176812686E7
Monkeybone (2001),Comedy Fantasy,Major Studio,02,4756775,13503471,2.927946331030209E7
Monsieur Hire (1989),Crime Drama Romance Thriller,Small / Indie Studio,04,71976,3402022,1.938628523757294E7
Monsignor (1982),Crime Drama War,Major Studio,10,11805907,40334572,8.876350941397473E7
Monsoon Wedding (2001),Comedy Drama Romance,Small / Indie Studio,12,121433,54541626,3.62410168919543E7
Monster (2003),Biography Crime Drama Thriller,Small / Indie Studio,12,148065,99702144,4.300599817032254E7
Monster (2023),Drama Thriller,Small / Indie Studio,11,27444,21924392,6.353820587719022E7
Monster Family (2017),Animation Comedy Family Fantasy Horror,Small / Indie Studio,08,737,37407705,2.4490993193020694E7
Monster House (2006),Animation Comedy Family Mystery,Major Studio,07,34571763,220747325,2.232061429021381E8
Monster Hunt (2015),Action Adventure Comedy Fantasy,Small / Indie Studio,07,27891,512255566,1.3667675054343748E8
Monster Hunt 2 (2018),Adventure Comedy Fantasy Sci-Fi,Major Studio,02,427024,451818806,5.011413958299071E7
Monster Hunter (2020),Action Adventure Fantasy,Small / Indie Studio,12,2668042,51082902,6.914334826337312E7
Monster Trucks (2016),Action Adventure Comedy Family Sci-Fi,Major Studio,12,14312431,84292722,9.308834272032388E7
Monster's Ball (2001),Drama Romance,Major Studio,12,195849,79740423,5.1441549436126925E7
Monster-in-Law (2005),Comedy Romance,Major Studio,05,38550668,249707660,3.244470991153754E8
Monsters University (2013),Adventure Animation Comedy Family Fantasy,Major Studio,06,110994592,1001232937,1.1782591125917277E9
Monsters vs. Aliens (2009),Action Adventure Animation Comedy Family Fantasy Sci-Fi,Major Studio,03,86736433,557825259,7.980066007813661E8
"Monsters, Inc. (2001)",Adventure Animation Comedy Family Fantasy,Major Studio,11,110858983,1027098766,1.010924401027459E9
Monte Carlo (2011),Adventure Comedy Family Romance,Major Studio,06,10394895,55478946,6.232207467025106E7
Monty Python's Life of Brian (1979),Comedy,Major Studio,08,605225,90041097,5.011413958299071E7
Monty Python's the Meaning of Life (1983),Comedy Musical,Major Studio,04,6260739,47084041,2.927946331030209E7
Moon Over Parador (1988),Comedy Romance,Major Studio,09,8671104,30356269,4.2322162176812686E7
Moonage Daydream (2022),Biography Documentary History Music,Mid-size Studio,09,1318586,14037299,8.399475495860504E7
Moonfall (2022),Action Adventure Sci-Fi,Major Studio,02,10578526,72159637,1.3783419067469466E8
Moonlight (2016),Drama,Mid-size Studio,10,525507,85179769,4.7059825389089376E7
Moonlight and Valentino (1995),Comedy Drama Romance,Small / Indie Studio,09,2575132,5114036,2.625317497446979E7
Moonraker (1979),Action Adventure Sci-Fi Thriller,Major Studio,06,30722188,908949402,3.8645482114880466E8
Moonrise Kingdom (2012),Adventure Comedy Drama Fantasy Romance,Mid-size Studio,05,714572,93317060,4.969315147328691E7
Moonstruck (1987),Comedy Drama Romance,Major Studio,12,352284,222654277,8.463340829459119E7
Morbius (2022),Action Adventure Horror Sci-Fi Thriller,Major Studio,03,41810214,179500526,3.169221984386279E8
More Than Blue (2018),Romance,Small / Indie Studio,11,232264,178585267,5.254175261620584E7
Morgan Stewart's Coming Home (1987),Comedy,Small / Indie Studio,02,133731,5898269,2.4490993193020694E7
Morning Glory (2010),Comedy Drama Romance,Major Studio,11,13239349,86371887,7.234781177915925E7
Mortal Engines (2018),Action Adventure Fantasy Sci-Fi Thriller,Major Studio,12,9443867,104771308,1.3584133099343926E8
Mortal Kombat (1995),Action Adventure Fantasy Sci-Fi Thriller,Major Studio,08,47932291,251552948,3.4730646222415197E8
Mortal Kombat (2021),Action Adventure Fantasy Sci-Fi Thriller,Major Studio,04,26976278,97736287,1.9604082315521246E8
Mortal Kombat: Annihilation (1997),Action Adventure Fantasy Sci-Fi Thriller,Major Studio,11,32775434,100401243,2.187524123341312E8
Mortal Thoughts (1991),Mystery Thriller,Major Studio,04,13977791,43267884,6.1484647480139725E7
Mortdecai (2015),Action Adventure Comedy Crime Mystery,Major Studio,01,5559370,62568221,2.927946331030209E7
Mortuary (1982),Horror,Small / Indie Studio,09,2403646,13602685,2.1202272199569643E7
Moscow on the Hudson (1984),Comedy Drama Romance,Major Studio,04,10679855,75700886,4.9969216331051424E7
Most Wanted (1997),Action Thriller,Major Studio,10,5543101,23134380,2.927946331030209E7
Motel Hell (1980),Comedy Horror Thriller,Major Studio,10,7326574,24143084,3.3279025448886316E7
Mother (1996),Comedy Drama,Major Studio,12,275393,38289175,8.463340829459119E7
Mother! (2017),Drama Horror Mystery,Major Studio,09,9642426,56970208,7.925709174632835E7
Mother's Boys (1994),Drama Thriller,Mid-size Studio,03,673666,1560827,4.7059825389089376E7
Mother's Day (2016),Comedy Drama Romance,Mid-size Studio,04,10938416,63758326,4.877426565055774E7
Moulin Rouge! (2001),Drama Musical Romance,Major Studio,05,296807,327623760,8.96823952367039E7
Mountains of the Moon (1990),Adventure Drama History Mystery,Small / Indie Studio,02,160093,9631558,5.944002285653892E7
Mousehunt (1997),Comedy,Major Studio,12,11848231,239229447,8.343227508464323E7
Movers & Shakers (1985),Comedy,Major Studio,05,27937,1086084,2.916294936281309E7
Movie 43 (2013),Comedy,Small / Indie Studio,02,6566296,44327190,2.625317497446979E7
Moving (1988),Comedy,Major Studio,03,10670611,28721553,4.486450837560367E7
Moving Violations (1985),Comedy,Major Studio,04,10117539,30992100,4.9969216331051424E7
Mr. & Mrs. Bridge (1990),Drama,Mid-size Studio,11,139149,18481469,7.568442422746152E7
Mr. & Mrs. Smith (2005),Action Comedy Crime Thriller,Major Studio,06,80864649,782719349,5.73405442373654E8
Mr. 3000 (2004),Comedy Drama Romance Sport,Major Studio,09,14414042,36270617,6.1484647480139725E7
Mr. Baseball (1992),Comedy Romance Sport,Major Studio,10,11715032,46684740,5.182857984445907E7
Mr. Bean's Holiday (2007),Comedy Family,Major Studio,03,14962502,351340528,6.1484647480139725E7
Mr. Brooks (2007),Crime Drama Mystery Thriller,Major Studio,05,15155077,73291767,6.411797356433726E7
Mr. Deeds (2002),Comedy Romance,Major Studio,06,64807620,298674341,5.73405442373654E8
Mr. Destiny (1990),Comedy Fantasy Romance,Major Studio,10,7182279,36922684,3.3279025448886316E7
Mr. Donkey (2016),Comedy,Small / Indie Studio,10,113618,33377524,2.4490993193020694E7
Mr. Holland's Opus (1995),Drama Music,Major Studio,12,29780,218767733,1.2471438928826621E8
Mr. Holmes (2015),Crime Drama Family Mystery Thriller,Mid-size Studio,06,3222539,38850872,3.857800745560038E7
Mr. Jones (1993),Drama Romance,Small / Indie Studio,10,6737397,18122720,2.625317497446979E7
Mr. Magoo (1997),Adventure Comedy Family,Major Studio,12,10227621,41892803,8.305245828414504E7
Mr. Magorium's Wonder Emporium (2007),Comedy Family Fantasy,Major Studio,11,14569602,105109995,7.234781177915925E7
Mr. Mom (1983),Comedy Drama,Major Studio,07,2983195,204036533,4.459635817732851E7
Mr. Nanny (1993),Action Comedy Family,Major Studio,10,4025132,9442777,2.4174755354854323E7
Mr. Nice Guy (1997),Action Adventure Comedy Crime,Major Studio,03,10104247,36206303,4.837251106427169E7
Mr. North (1988),Comedy Drama,Small / Indie Studio,07,98240,3239729,3.980788806004712E7
Mr. Peabody & Sherman (2014),Adventure Animation Comedy Family Fantasy History Sci-Fi,Major Studio,02,42675643,365310965,3.169221984386279E8
Mr. Popper's Penguins (2011),Comedy Family Fantasy,Major Studio,06,25722964,261285270,2.157629581511599E8
Mr. Saturday Night (1992),Comedy Drama,Major Studio,09,10091257,29847400,4.9969216331051424E7
Mr. Six (2015),Action Crime Drama Mystery Thriller,Small / Indie Studio,12,439548,184216239,1.3519775713381287E8
Mr. Wonderful (1993),Comedy Romance,Major Studio,10,2556491,6786752,2.927946331030209E7
Mr. Woodcock (2007),Comedy Romance Sport,Major Studio,09,13767623,50960177,5.637993952469197E7
Mr. Wrong (1996),Comedy,Major Studio,02,10213268,25649464,4.9969216331051424E7
Mrs Dalloway (1997),Drama Romance,Small / Indie Studio,02,173437,6368519,3.125597447138893E7
Mrs. Brown (1997),Biography Drama History Romance,Mid-size Studio,07,149044,18036995,5.195410641031842E7
Mrs. Doubtfire (1993),Comedy Drama Family,Major Studio,11,44447408,958238035,6.946815936554759E8
Mrs. Harris Goes to Paris (2022),Comedy Drama,Mid-size Studio,07,2093485,33420945,4.695130691339927E7
Mrs. Henderson Presents (2005),Comedy Drama Music War,Small / Indie Studio,11,88898,44777271,3.535415749204022E7
Mrs. Parker and the Vicious Circle (1994),Biography Drama,Small / Indie Studio,11,157685,4538626,7.030318715555845E7
Mrs. Soffel (1984),Drama Romance,Major Studio,12,260543,13242477,8.463340829459119E7
Mrs. Winterbourne (1996),Comedy Drama Romance,Major Studio,04,7745553,20163367,4.2322162176812686E7
Much Ado About Nothing (1993),Comedy Drama Romance,Small / Indie Studio,05,235858,48965124,4.431191440138385E7
Mud (2012),Adventure Drama,Mid-size Studio,04,2983786,43914948,5.052789803251268E7
Mufasa: The Lion King (2024),Adventure Animation Drama Family Musical,Major Studio,12,35409365,722631756,4.900681197405744E8
Mulan (1998),Adventure Animation Comedy Family Fantasy Musical War,Major Studio,06,43769854,585621867,4.309983646445438E8
Mulholland Drive (2001),Drama Mystery Thriller,Major Studio,10,1040952,36125270,8.704906915250637E7
Mulholland Falls (1996),Crime Drama Mystery Thriller,Major Studio,04,8612167,23051463,4.2322162176812686E7
Multiplicity (1996),Comedy Romance Sci-Fi,Major Studio,07,10150356,42148684,6.528611119807786E7
Mumford (1999),Comedy Drama,Major Studio,09,3486202,8578472,2.927946331030209E7
Mummies (2023),Adventure Animation Comedy Crime Family Fantasy Musical Romance,Major Studio,01,434639,56083252,4.500943162754294E7
Munich (2005),Drama History Thriller,Major Studio,12,6669683,210394138,1.6974405548651955E8
Muppet Treasure Island (1996),Action Adventure Comedy Family Musical Romance,Major Studio,02,15812874,68653343,6.1484647480139725E7
Muppets Most Wanted (2014),Adventure Comedy Crime Family Musical Mystery,Major Studio,03,22532474,106510850,1.1052004303803726E8
Muppets from Space (1999),Adventure Comedy Family Fantasy Sci-Fi,Major Studio,07,9088026,42038023,5.253434908839136E7
Murder at 1600 (1997),Action Crime Drama Mystery Thriller,Major Studio,04,15559954,50427850,6.1484647480139725E7
Murder by Numbers (2002),Crime Mystery Thriller,Major Studio,04,16231023,98902940,1.1052004303803726E8
Murder in the First (1995),Drama Thriller,Major Studio,01,9714937,35782526,7.925709174632835E7
Murder on the Orient Express (2017),Crime Drama Mystery Thriller,Major Studio,11,36704842,451484886,2.187524123341312E8
Muriel's Wedding (1994),Comedy Drama,Mid-size Studio,03,504294,31930770,4.7059825389089376E7
Murphy's Law (1986),Action Crime Drama Mystery Thriller,Small / Indie Studio,04,9698625,28468866,3.5296311702396154E7
Murphy's Romance (1985),Comedy Drama Romance,Major Studio,12,139701,90014260,5.1441549436126925E7
Music Box (1989),Crime Drama Thriller,Small / Indie Studio,12,49041,15849943,7.584722285160422E7
Music and Lyrics (2007),Comedy Music Romance,Major Studio,02,20611539,220730436,1.1052004303803726E8
Music of the Heart (1999),Drama Music,Mid-size Studio,10,6879564,28127035,6.715964082450065E7
Must Love Dogs (2005),Comedy Romance,Major Studio,07,20649217,93536000,1.2583693790506367E8
Mute Witness (1995),Crime Horror Thriller,Small / Indie Studio,09,1152917,2317802,4.167858831718631E7
My Baby's Daddy (2004),Comedy,Mid-size Studio,01,12954161,30708708,4.869933570507081E7
My Best Friend's Girl (2008),Comedy Romance,Major Studio,09,12042545,60646763,5.68583578544199E7
My Best Friend's Wedding (1997),Comedy Drama Romance,Major Studio,06,42364130,584873178,3.366443334345754E8
My Big Fat Greek Wedding (2002),Comedy Drama Romance,Mid-size Studio,04,1041731,643047138,4.7059825389089376E7
My Big Fat Greek Wedding 2 (2016),Comedy Romance,Major Studio,03,23345340,118455702,1.1052004303803726E8
My Big Fat Greek Wedding 3 (2023),Comedy Drama Romance,Mid-size Studio,09,10324565,39976765,4.6914902137150094E7
My Bloody Valentine (2009),Horror Mystery Thriller,Major Studio,01,31058228,147289427,1.791622965566558E8
My Blue Heaven (1990),Comedy Crime,Major Studio,08,14902056,56638672,6.1484647480139725E7
My Blueberry Nights (2007),Drama Romance,Small / Indie Studio,11,112177,33295969,3.535415749204022E7
My Bodyguard (1980),Comedy Drama Family,Major Studio,07,679989,85580357,6.832259072999404E7
My Boss's Daughter (2003),Comedy Romance,Mid-size Studio,08,8526038,31019441,3.416314002746359E7
My Boyfriend's Back (1993),Comedy Fantasy Horror Romance,Major Studio,08,3182232,7243976,2.4174755354854323E7
My Boyfriend's Meds (2020),Comedy,Small / Indie Studio,02,1692188,7627148,2.625317497446979E7
My Chauffeur (1986),Comedy,Small / Indie Studio,01,10341816,13683901,4.294336585663489E7
"My Country, My Parents (2021)",Drama,Mid-size Studio,09,87174,256804050,5.805627865007375E7
My Cousin Vinny (1992),Comedy Crime,Major Studio,03,16580392,143272077,1.1052004303803726E8
My Dear Liar (2019),Drama,Mid-size Studio,11,45137,38254779,4.073539456394328E7
My Demon Lover (1987),Comedy Fantasy Horror,Major Studio,04,5012588,10828884,2.4174755354854323E7
My Dog Skip (2000),Comedy Drama Family,Major Studio,01,103731,64755965,3.5818100738801986E7
"My Donkey, My Lover & I (2020)",Adventure Comedy Romance,Small / Indie Studio,10,45074,9665798,2.4490993193020694E7
My Family (1995),Drama,Major Studio,05,4456547,22808036,6.884771896401529E7
My Father the Hero (1994),Comedy Romance,Major Studio,02,11946696,53920816,5.68583578544199E7
My Favorite Martian (1999),Comedy Family Sci-Fi,Major Studio,02,16625280,69393134,1.1052004303803726E8
My Favorite Year (1982),Comedy Drama,Major Studio,10,7803879,65415320,4.2322162176812686E7
My Fellow Americans (1996),Adventure Comedy,Major Studio,12,5720486,44624979,6.379873202190257E7
My Giant (1998),Comedy Drama,Major Studio,04,5999761,15533451,2.927946331030209E7
My Girl (1991),Comedy Drama Family Romance,Major Studio,11,28542319,137030758,2.147700454975467E8
My Girl 2 (1994),Comedy Drama Family Romance,Major Studio,02,10607211,36737471,4.9969216331051424E7
My Hero Academia: Heroes Rising (2019),Action Adventure Animation Sci-Fi,Small / Indie Studio,12,7228455,36774133,6.077244368607026E7
My Hero Academia: World Heroes' Mission (2021),Action Adventure Animation Sci-Fi,Small / Indie Studio,08,7242039,54340991,2.625317497446979E7
My Hero Academia: You're Next (2024),Action Adventure Animation Sci-Fi,Small / Indie Studio,08,3007027,32224616,2.625317497446979E7
My Heroes Have Always Been Cowboys (1991),Drama Western,Small / Indie Studio,03,3136439,8300301,2.625317497446979E7
My Left Foot (1989),Biography Drama,Mid-size Studio,11,104163,37306238,4.073539456394328E7
My Life (1993),Drama,Major Studio,11,12021449,60377397,6.772152215343943E7
My Life Without Me (2003),Drama Romance,Small / Indie Studio,03,69086,16680092,2.4490993193020694E7
My Life as a Dog (1985),Comedy Drama,Small / Indie Studio,05,32211,23051284,2.712431927721823E7
My Life in Ruins (2009),Comedy Romance,Major Studio,05,4712750,29913973,3.1912789394499626E7
My Little Pony: The Movie (1986),Adventure Animation Family Fantasy Musical,Small / Indie Studio,06,1190849,17052350,4.892673870093817E7
My Little Pony: The Movie (2017),Adventure Animation Comedy Family Fantasy Music Musical,Major Studio,10,11371645,77207813,5.182857984445907E7
My Love (2021),Comedy Romance,Mid-size Studio,04,34072,135122655,2.987223026492376E7
My Name Is Khan (2010),Drama Romance,Major Studio,02,2796578,60915876,6.621439287981775E7
"My People, My Country (2019)",Drama History,Mid-size Studio,09,1074837,552221261,8.399475495860504E7
My Science Project (1985),Action Adventure Comedy Sci-Fi,Major Studio,08,4386230,12022542,2.6409873494385805E7
My Sister's Keeper (2009),Drama Family,Major Studio,06,18192400,139949656,1.302421780339847E8
My Soul to Take (2010),Horror Mystery Thriller,Major Studio,10,9842869,30929974,4.491550024627414E7
My Stepmother Is an Alien (1988),Comedy Sci-Fi,Major Studio,12,5482758,36748362,6.379873202190257E7
My Super Ex-Girlfriend (2006),Comedy Romance Sci-Fi,Major Studio,07,13387665,95090412,7.680154234716615E7
My Tutor (1983),Comedy,Small / Indie Studio,03,1370624,71140338,4.167858831718631E7
My Week with Marilyn (2011),Biography Drama,Small / Indie Studio,11,2441169,48889698,3.711633927348931E7
Mystery Date (1991),Comedy Crime Romance Thriller,Mid-size Studio,08,4497403,14204196,2.6225149116400756E7
Mystery Men (1999),Action Comedy Fantasy Sci-Fi,Major Studio,08,18864834,63012457,1.4745497260755292E8
"Mystery, Alaska (1999)",Comedy Drama Sport,Major Studio,10,5841796,16743986,2.927946331030209E7
Mystic Pizza (1988),Comedy Drama Romance,Small / Indie Studio,10,3087401,33934576,2.625317497446979E7
Mystic River (2003),Crime Drama Mystery Thriller,Major Studio,10,1092723,267027318,8.704906915250637E7
NASCAR: The IMAX Experience (2004),Documentary Sport,Major Studio,03,2412528,36950634,2.4174755354854323E7
Nacho Libre (2006),Comedy Family Sport,Major Studio,06,44051977,154449354,3.366443334345754E8
Nadine (1987),Comedy Mystery Romance,Small / Indie Studio,08,6043149,15653664,2.1148467019022025E7
Naked (1993),Comedy Drama,Major Studio,12,79178,3902548,9.750585091453165E7
Naked Gun 33 1/3: The Final Insult (1994),Comedy Crime,Major Studio,03,27969329,108208761,1.780370535984461E8
Naked Lunch (1991),Drama Mystery,Major Studio,12,148544,6140230,5.1441549436126925E7
Namiya (2017),Drama Family Fantasy,Small / Indie Studio,12,50657,45240905,3.62410168919543E7
Nancy Drew (2007),Comedy Crime Family Mystery Romance Thriller,Major Studio,06,10336789,46470214,6.232207467025106E7
Nanny McPhee (2005),Comedy Family Fantasy,Major Studio,10,23296892,198016804,1.1052004303803726E8
Nanny McPhee Returns (2010),Comedy Family Fantasy War,Major Studio,03,12094867,134146309,5.68583578544199E7
Napoleon (2023),Action Adventure Biography Drama History War,Major Studio,11,21247826,227926967,1.5831813690657243E8
Napoleon Dynamite (2004),Comedy,Major Studio,06,193758,76630489,5.2044384076392956E7
Narc (2002),Crime Drama Mystery Thriller,Major Studio,12,110393,22031800,4.467656815775869E7
Narrow Margin (1990),Action Crime Thriller,Small / Indie Studio,09,8710287,26104590,3.5296311702396154E7
National Lampoon's Animal House (1978),Comedy,Major Studio,07,1329867,680986793,6.543103445001715E7
National Lampoon's Christmas Vacation (1989),Comedy,Major Studio,12,29732364,188619082,3.575239700189141E8
National Lampoon's European Vacation (1985),Adventure Comedy,Major Studio,07,35955012,143954522,2.232061429021381E8
National Lampoon's Senior Trip (1995),Adventure Comedy,Major Studio,09,4497845,9648545,2.927946331030209E7
National Lampoon's Vacation (1983),Adventure Comedy,Major Studio,07,26245894,193437008,2.1135771802223888E8
National Security (2003),Action Comedy Crime Thriller,Major Studio,01,24503312,85427406,1.0541533508258949E8
National Treasure (2004),Action Adventure Mystery Thriller,Major Studio,11,58364399,577145307,3.951045560926872E8
