movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Pooh's Heffalump Movie (2005),Adventure Animation Comedy Family Fantasy Musical Mystery,Major Studio,02,9325341,84905330,1.0230513515249611E8
Poor Things (2023),Comedy Drama Romance Sci-Fi,Mid-size Studio,12,680739,121095927,7.889702421365777E7
Popcorn (1991),Comedy Horror,Small / Indie Studio,02,5904266,9685487,5.347921432260457E7
Popeye (1980),Adventure Comedy Family Fantasy Musical Romance,Major Studio,12,24020714,189650286,1.463454747424791E8
Porky's (1981),Comedy,Major Studio,03,24783096,361766399,1.6943211214590883E8
Porky's II: The Next Day (1983),Comedy,Major Studio,06,22219671,106324740,1.631527515275634E8
Porky's Revenge (1985),Comedy,Major Studio,03,18102007,59836156,1.1918938894301553E8
Poseidon (2006),Action Adventure Thriller,Major Studio,05,34475572,282700399,2.49664616785322E8
Posse (1993),Drama Western,Small / Indie Studio,05,11534615,39715601,5.347921432260457E7
Possession (2002),Drama Mystery Romance,Mid-size Studio,08,2746992,25837219,7.423023135651684E7
Postcards from the Edge (1990),Comedy Drama,Major Studio,09,18898841,93803545,1.1918938894301553E8
Potiche (2010),Comedy,Small / Indie Studio,11,123740,46479348,5.347921432260457E7
Powaqqatsi (1988),Documentary Music,Small / Indie Studio,04,74003,1571877,5.347921432260457E7
Powder (1995),Drama Fantasy Mystery Thriller,Major Studio,10,14712784,63532942,1.0797687046841025E8
Power (1986),Drama,Major Studio,01,5306487,10875121,1.0230513515249611E8
Power Rangers (2017),Action Adventure Fantasy Sci-Fi,Major Studio,03,51573912,182154736,4.642933732317217E8
Powwow Highway (1989),Adventure Drama,Major Studio,02,26890,717985,1.0230513515249611E8
Practical Magic (1998),Comedy Drama Fantasy Romance,Major Studio,10,25218155,89932866,1.6943211214590883E8
Prancer (1989),Drama Family Fantasy,Mid-size Studio,11,7374729,47032333,7.423023135651684E7
Precious (2009),Drama,Major Studio,11,2737817,93065259,1.0230513515249611E8
Predator (1987),Action Adventure Horror Sci-Fi,Major Studio,06,33217783,271306395,2.231870688475058E8
Predator 2 (1990),Action Horror Sci-Fi,Major Studio,11,21090990,137135103,1.2586544363579321E8
Predators (2010),Action Adventure Sci-Fi Thriller,Major Studio,07,35619743,183031063,1.9342436808883315E8
Prelude to a Kiss (1992),Comedy Fantasy Romance,Major Studio,07,11788849,50741439,1.0230513515249611E8
Prem Ratan Dhan Payo (2015),Action Drama Musical Romance,Small / Indie Studio,11,3210201,69767995,5.64837298802522E7
Premium Rush (2012),Action Thriller,Major Studio,08,8239044,42469681,1.0230513515249611E8
Premonition (2007),Drama Fantasy Mystery Thriller,Major Studio,03,26564991,127535559,1.6943211214590883E8
Presence (2024),Drama Horror Thriller,Mid-size Studio,01,3260037,10337903,7.423023135651684E7
Presumed Innocent (1990),Mystery Thriller,Major Studio,07,28135062,531307187,1.9108335227991694E8
Pretty Woman (1990),Comedy Romance,Major Studio,03,27082570,1112550989,1.6943211214590883E8
Pretty in Pink (1986),Comedy Drama Romance,Major Studio,02,17359755,115850525,1.0797687046841025E8
Prey for the Devil (2022),Horror Mystery Thriller,Major Studio,10,7701699,47869672,1.0230513515249611E8
Price of Glory (2000),Drama Sport,Major Studio,03,2936213,6464266,1.0230513515249611E8
Priceless (2006),Comedy Romance,Small / Indie Studio,12,180984,43635356,5.6228458637633994E7
Prick Up Your Ears (1987),Biography Drama,Small / Indie Studio,04,106688,4618733,5.347921432260457E7
Pride & Prejudice (2005),Drama Romance,Mid-size Studio,09,4504003,206121643,7.423023135651684E7
Pride and Glory (2008),Crime Drama Thriller,Major Studio,10,9124250,45458907,1.0230513515249611E8
Priest (1994),Drama Romance,Mid-size Studio,03,233507,8575823,7.423023135651684E7
Priest (2011),Action Fantasy Horror Sci-Fi Thriller,Small / Indie Studio,05,20853627,109206493,6.838302874799144E7
Primal Fear (1996),Crime Drama Mystery Thriller,Major Studio,04,19741815,205225824,1.1918938894301553E8
Primary Colors (1998),Comedy Drama,Major Studio,03,23179682,100240297,1.3432585785568565E8
Prime (2005),Comedy Drama Romance,Major Studio,10,9992550,109126491,1.0230513515249611E8
Prince of Darkness (1987),Horror,Major Studio,10,12858477,39156251,1.0435819340089764E8
Prince of Persia: The Sands of Time (2010),Action Adventure Fantasy,Major Studio,07,44003831,491817605,2.2404200421269616E8
Prince of the City (1981),Crime Drama,Major Studio,08,223271,28030116,1.9736810191330224E8
Princess Caraboo (1994),Comedy Drama History Mystery Romance,Small / Indie Studio,09,2127427,6481043,5.347921432260457E7
Princess Mononoke (1997),Adventure Animation Fantasy,Mid-size Studio,10,272009,334528735,7.423023135651684E7
Priscilla (2023),Biography Drama Music Romance,Mid-size Studio,10,136038,34090837,7.423023135651684E7
Prisoner of the Mountains (1996),Drama War,Small / Indie Studio,01,33622,1801560,5.347921432260457E7
Prisoners (2013),Crime Drama Mystery Thriller,Major Studio,09,28030998,164449513,2.423862705963301E8
Private Benjamin (1980),Comedy War,Major Studio,10,18041720,265870824,1.1918938894301553E8
Private Parts (1997),Biography Comedy Drama,Major Studio,03,28563403,80573694,1.8577665640240195E8
Private Resort (1985),Comedy,Small / Indie Studio,05,477385,967624,5.347921432260457E7
Private School (1983),Comedy Romance,Major Studio,07,13895147,44248998,1.0435819340089764E8
Prizzi's Honor (1985),Comedy Crime Drama Romance,Major Studio,06,12348535,77737304,1.4026349693753356E8
Problem Child (1990),Comedy Family,Major Studio,07,24072694,173508769,1.3432585785568565E8
Problem Child 2 (1991),Comedy Family,Major Studio,07,12375495,75329594,1.0435819340089764E8
Project Almanac (2015),Drama Mystery Sci-Fi Thriller,Major Studio,01,10998409,43956888,1.0230513515249611E8
Project X (1987),Comedy Drama Sci-Fi Thriller,Major Studio,04,9138437,59605504,1.0230513515249611E8
Project X (2012),Comedy,Major Studio,03,28762586,140363076,1.8577665640240195E8
Prom Night (2008),Horror,Small / Indie Studio,04,30312596,83336747,1.8375003615920755E8
Prometheus (2012),Adventure Mystery Sci-Fi,Major Studio,05,69750016,551105289,5.775553392610016E8
Promising Young Woman (2020),Crime Drama Mystery Thriller,Mid-size Studio,12,871832,22852144,7.889702421365777E7
Proof (2005),Drama Mystery,Mid-size Studio,09,311361,22792858,7.423023135651684E7
Proof of Life (2000),Action Drama Thriller,Major Studio,12,18595275,114329266,1.3120900582980895E8
Prospero's Books (1991),Drama Fantasy,Mid-size Studio,11,79990,4031514,7.423023135651684E7
Protocol (1984),Comedy,Major Studio,12,10351166,79076668,1.1091726811391076E8
Psycho (1998),Horror Mystery Thriller,Major Studio,12,19304896,71529739,1.3120900582980895E8
Psycho II (1983),Crime Horror Mystery Thriller,Major Studio,06,26173097,109368252,1.982590058177865E8
Psycho III (1986),Horror Mystery Thriller,Major Studio,07,9267892,41444530,1.0230513515249611E8
Puberty Blues (1981),Comedy Drama,Small / Indie Studio,07,23246,747332,5.347921432260457E7
Public Enemies (2009),Biography Crime Drama History,Major Studio,06,36951020,313053408,2.985709090798576E8
Pulp Fiction (1994),Crime Drama,Mid-size Studio,10,19706161,452724235,9.464744581029634E7
Pulse (2006),Horror Sci-Fi Thriller,Mid-size Studio,08,12765797,46538726,7.628328960491836E7
Pump Up the Volume (1990),Comedy Drama Music,Major Studio,08,3844873,27709583,1.0230513515249611E8
Pumpkinhead (1988),Fantasy Horror,Small / Indie Studio,10,1821150,11632780,5.347921432260457E7
Punch-Drunk Love (2002),Comedy Drama Romance Thriller,Small / Indie Studio,10,640360,43038266,5.347921432260457E7
Punchline (1988),Comedy Drama Romance,Major Studio,09,426375,55816626,1.0230513515249611E8
Pure Country (1992),Drama Music Romance Western,Major Studio,10,6124645,33900647,1.0230513515249611E8
Pure Luck (1991),Comedy Crime Mystery,Major Studio,08,11541530,57449492,1.0230513515249611E8
Purple Rain (1984),Drama Music Romance,Major Studio,07,23451864,212210536,1.3432585785568565E8
Push (2009),Action Sci-Fi Thriller,Mid-size Studio,02,14737185,71438706,7.990196667243096E7
Pushing Tin (1999),Comedy Drama Romance,Major Studio,04,6694549,15834839,1.0230513515249611E8
Pushpa: The Rise - Part 1 (2021),Action Crime Drama Thriller,Small / Indie Studio,12,1528106,8789356,5.923297419528161E7
Pushpa: The Rule - Part 2 (2024),Action Crime Drama Thriller,Small / Indie Studio,12,9300000,154621981,5.923297419528161E7
Puss in Boots (2011),Action Adventure Animation Comedy Family Fantasy,Major Studio,10,47522681,773957596,3.78872163262633E8
Puss in Boots: The Last Wish (2022),Action Adventure Animation Comedy Family Fantasy,Major Studio,12,13323132,515009428,1.1297032636231232E8
Q&A (1990),Crime Drama Thriller,Small / Indie Studio,04,6762137,26908031,5.347921432260457E7
Quantum of Solace (2008),Action Adventure Mystery Thriller,Major Studio,10,98388922,859032253,7.976252574301907E8
Quarantine (2008),Horror Sci-Fi Thriller,Small / Indie Studio,10,20705756,60202700,6.838302874799144E7
Quartet (2012),Comedy Drama Music Romance,Small / Indie Studio,12,64383,81322890,5.6228458637633994E7
Queen & Slim (2019),Crime Drama Romance Thriller,Major Studio,11,14589407,58691570,1.0435819340089764E8
Queen of the Damned (2002),Drama Fantasy Horror,Major Studio,02,25735441,79310329,1.6943211214590883E8
Queens Logic (1991),Comedy Drama,Major Studio,02,332464,1411435,1.0230513515249611E8
Quest for Camelot (1998),Adventure Animation Comedy Drama Family Fantasy Musical,Major Studio,05,11626220,43318890,1.0230513515249611E8
Quick Change (1990),Comedy Crime,Major Studio,07,11286118,36636750,1.0230513515249611E8
Quicksilver (1986),Crime Drama Thriller,Major Studio,02,9072756,21850147,1.0230513515249611E8
Quiet Cool (1986),Action,Major Studio,11,2334751,5437560,1.0230513515249611E8
Quigley Down Under (1990),Action Adventure Drama Romance Western,Major Studio,10,9250684,51408824,1.0230513515249611E8
Quills (2000),Biography Drama,Major Studio,11,454291,32770271,1.0230513515249611E8
Quiz Show (1994),Biography Drama History,Major Studio,09,1603503,52530576,1.0230513515249611E8
R.I.P.D. (2013),Action Adventure Comedy Crime Fantasy Sci-Fi,Major Studio,07,17089500,105466709,1.0797687046841025E8
RED 2 (2013),Action Comedy Crime Thriller,Major Studio,07,24302925,199389698,1.3432585785568565E8
RRR (2022),Action Adventure Drama,Small / Indie Studio,03,10183000,178580875,6.277910051921322E7
RRRrrrr!!! (2004),Comedy Crime Mystery Sci-Fi,Small / Indie Studio,01,90282,22113507,5.347921432260457E7
RV (2006),Adventure Comedy Family,Major Studio,04,25542677,136200767,1.6943211214590883E8
Raajneeti (2010),Drama Thriller,Small / Indie Studio,06,1223118,42379073,5.915803969631716E7
Rab Ne Bana Di Jodi (2008),Comedy Drama Music Romance,Small / Indie Studio,12,1341881,43585090,5.923297419528161E7
Rabbit-Proof Fence (2002),Adventure Biography Drama,Mid-size Studio,08,154076,28287500,7.423023135651684E7
Race (2008),Action Crime Drama Mystery Thriller,Small / Indie Studio,03,1168876,35701024,5.347921432260457E7
Race (2016),Biography Drama Sport,Mid-size Studio,02,9611482,32766510,7.423023135651684E7
Race the Sun (1996),Adventure Comedy Drama,Major Studio,03,2232937,3890980,1.0230513515249611E8
Race to Witch Mountain (2009),Action Adventure Family Fantasy Sci-Fi Thriller,Major Studio,03,35679736,155554126,1.8811767221131817E8
Racing Stripes (2005),Adventure Comedy Drama Family Sport,Major Studio,01,22359471,145776902,1.3432585785568565E8
Racing with the Moon (1984),Comedy Drama Romance,Major Studio,03,5445885,18256248,1.0230513515249611E8
Rad (1986),Drama Sport,Small / Indie Studio,03,1170449,5769200,5.347921432260457E7
Radhe Shyam (2022),Romance,Small / Indie Studio,03,1993724,17101871,5.347921432260457E7
Radical (2023),Drama,Small / Indie Studio,07,2736471,22477340,5.347921432260457E7
Radio (2003),Biography Drama Sport,Small / Indie Studio,10,22685612,90876702,8.233254951603761E7
Radio Days (1987),Comedy,Mid-size Studio,01,4203211,40840933,7.423023135651684E7
Radio Flyer (1992),Drama,Major Studio,02,4320380,10399648,1.0230513515249611E8
Radioactive Dreams (1984),Action Adventure Comedy Music Sci-Fi,Small / Indie Studio,09,403682,629721,5.347921432260457E7
Radioland Murders (1994),Comedy Crime Drama Musical Mystery Romance,Major Studio,10,1768265,2786800,1.0230513515249611E8
Raggedy Man (1981),Drama,Major Studio,09,990480,6818231,1.0230513515249611E8
Raging Bull (1980),Biography Drama Sport,Major Studio,11,489472,89096022,1.0230513515249611E8
Raging Fire (2021),Action Adventure Crime Mystery Thriller,Small / Indie Studio,07,117995,238294646,5.347921432260457E7
Ragtime (1981),Drama,Major Studio,11,522188,51479320,1.6845289953932267E8
Raiders of the Lost Ark (1981),Action Adventure,Major Studio,06,28656551,1345313219,2.761971550262393E8
Railroad Tigers (2016),Action Adventure Comedy Family War,Small / Indie Studio,12,151886,133580856,5.6228458637633994E7
Rain Man (1988),Drama,Major Studio,12,18582987,941190518,1.3120900582980895E8
Rainbow Brite and the Star Stealer (1985),Adventure Animation Family Fantasy Sci-Fi,Major Studio,11,5388930,14259877,1.0230513515249611E8
Raise Your Voice (2004),Family Music Musical Romance,Major Studio,10,7639634,24691817,1.0230513515249611E8
Raise the Red Lantern (1991),Drama Romance,Small / Indie Studio,03,50420,5819229,5.347921432260457E7
Raising Arizona (1987),Comedy Crime,Major Studio,03,100054,80562947,1.0230513515249611E8
Raising Cain (1992),Crime Drama Horror Thriller,Major Studio,08,13868878,83094892,1.0435819340089764E8
Raising Helen (2004),Comedy Drama Romance,Major Studio,05,18244769,82572168,1.1918938894301553E8
Ralph Breaks the Internet (2018),Adventure Animation Comedy Family Fantasy Sci-Fi Sport,Major Studio,11,70252811,661238635,5.682912976488168E8
Rambling Rose (1991),Drama,Major Studio,09,724698,14434073,1.0230513515249611E8
Rambo (2008),Action Thriller,Major Studio,01,26522870,164995826,1.6943211214590883E8
Rambo III (1988),Action Adventure Thriller,Small / Indie Studio,05,34573906,501372459,2.856914969227454E8
Rambo: First Blood Part II (1985),Action Adventure Thriller,Small / Indie Studio,05,58836827,876012006,5.2187951948833716E8
Rambo: Last Blood (2019),Action Crime Thriller,Major Studio,09,23156716,112256938,1.3432585785568565E8
Ramona and Beezus (2010),Comedy Drama Family Fantasy,Major Studio,03,11235760,39263387,1.0230513515249611E8
Rampage (1987),Drama Thriller,Mid-size Studio,10,720959,1780307,7.423023135651684E7
Rampage (2018),Action Adventure Sci-Fi,Major Studio,04,44663246,534823772,3.738573617424895E8
Random Hearts (1999),Drama Mystery Romance,Major Studio,10,24504249,140496832,1.3432585785568565E8
Rango (2011),Action Adventure Animation Comedy Family Western,Major Studio,03,53103507,342675161,3.580774766722703E8
Ransom (1996),Action Crime Drama Thriller,Major Studio,11,68429995,618965630,5.682912976488168E8
Rapid Fire (1992),Action Crime Drama Thriller,Major Studio,08,10765992,32094384,1.0230513515249611E8
Rappin' (1985),Drama Music Musical,Small / Indie Studio,05,5255493,8354308,5.347921432260457E7
Rat Race (2001),Action Adventure Comedy,Major Studio,08,20660091,151465721,1.2586544363579321E8
Ratatouille (2007),Adventure Animation Comedy Family Fantasy,Major Studio,06,71148951,943660221,4.9941123858043087E8
Ravenous (1999),Adventure Drama Horror Western,Major Studio,03,1959813,3884346,1.0230513515249611E8
Raw Deal (1986),Action Crime Thriller,Small / Indie Studio,06,15565669,46389428,6.359507971994655E7
Ray (2004),Biography Drama Music,Major Studio,10,33281782,205890412,2.4472728640524635E8
Raya and the Last Dragon (2021),Action Adventure Animation Comedy Drama Family Fantasy,Major Studio,03,9842966,150984983,1.0230513515249611E8
Razorback (1984),Horror Thriller,Major Studio,11,269756,454358,1.0230513515249611E8
Re-Animator (1985),Comedy Horror Sci-Fi,Small / Indie Studio,10,1585591,5905240,5.347921432260457E7
Ready (2011),Action Comedy Romance,Small / Indie Studio,06,641825,34394282,5.6153524138669536E7
Ready Player One (2018),Action Adventure Sci-Fi,Major Studio,03,52172215,759364929,4.2181702018186563E8
Ready or Not (2019),Action Comedy Horror Mystery Thriller,Major Studio,08,9834978,70693472,1.0230513515249611E8
Ready to Rumble (2000),Comedy Sport,Major Studio,04,9577888,22683980,1.0230513515249611E8
Ready to Wear (1994),Comedy Drama,Mid-size Studio,12,4288123,23914874,7.889702421365777E7
Reagan (2024),Biography Drama History,Small / Indie Studio,08,7650720,30107173,5.347921432260457E7
Real Genius (1985),Comedy Romance Sci-Fi,Small / Indie Studio,08,7457114,37769999,5.347921432260457E7
Real Men (1987),Action Comedy Sci-Fi,Small / Indie Studio,09,666082,2412732,5.347921432260457E7
Real Steel (2011),Action Drama Sci-Fi Sport,Major Studio,10,38098646,417344795,2.2404200421269616E8
Reality Bites (1994),Comedy Drama Romance,Major Studio,02,10820432,70579842,1.0230513515249611E8
Rebound (2005),Comedy Family Sport,Major Studio,07,8085759,28097035,1.0230513515249611E8
Recess: School's Out (2001),Adventure Animation Comedy Family,Major Studio,02,17832291,78765031,1.0797687046841025E8
Reckless (1984),Comedy Drama Romance,Major Studio,02,7386318,25033344,1.0230513515249611E8
Red (2010),Action Comedy Crime Thriller,Mid-size Studio,10,31304852,286280444,1.8358698001965308E8
Red Cliff (2008),Action Adventure Drama History War,Mid-size Studio,07,19092,188986954,7.423023135651684E7
Red Corner (1997),Crime Drama Thriller,Major Studio,10,14467734,43890167,1.0435819340089764E8
Red Dawn (1984),Action Drama Thriller War,Major Studio,08,24853564,115886825,1.6943211214590883E8
Red Dawn (2012),Action War,Small / Indie Studio,11,19506285,69613652,6.838302874799144E7
Red Dragon (2002),Crime Drama Thriller,Major Studio,10,63723199,364814247,5.682912976488168E8
Red Eye (2005),Thriller,Major Studio,08,25969757,154617415,1.6943211214590883E8
Red Heat (1988),Action Comedy Crime Thriller,Small / Indie Studio,06,21575331,92824887,7.105733856405641E7
Red One (2024),Action Adventure Comedy Fantasy Mystery,Streaming Platform,11,32106112,186000759,1.859279958285693E8
Red Planet (2000),Action Sci-Fi Thriller,Major Studio,11,15887244,60960003,1.0797687046841025E8
Red Riding Hood (2011),Fantasy Horror Mystery Romance Thriller,Major Studio,03,19531135,125872576,1.1918938894301553E8
Red Rock West (1993),Crime Drama Thriller,Small / Indie Studio,01,24468,5295994,5.347921432260457E7
Red Scorpion (1988),Action Adventure,Small / Indie Studio,04,4992405,10608425,5.347921432260457E7
Red Sonja (1985),Action Adventure Fantasy,Major Studio,07,6600855,20271352,1.0230513515249611E8
Red Sparrow (2018),Action Drama Thriller,Major Studio,02,21053522,189346579,1.2586544363579321E8
Red Tails (2012),Action Drama History War,Major Studio,01,25662154,68814639,1.6943211214590883E8
Redeeming Love (2022),Drama Romance Western,Major Studio,01,3783981,10144624,1.0230513515249611E8
Reds (1981),Biography Drama History Romance,Major Studio,12,8021759,139327725,1.7706503250073737E8
Regarding Henry (1991),Drama Romance,Major Studio,07,14158044,99046483,1.0435819340089764E8
Reign Over Me (2007),Drama,Major Studio,03,11287469,33651079,1.0230513515249611E8
Reign of Fire (2002),Action Adventure Fantasy Thriller,Major Studio,07,27260897,143260456,1.7473880802342385E8
Reindeer Games (2000),Action Crime Thriller,Mid-size Studio,02,14807108,58600954,7.990196667243096E7
Relentless (1989),Crime Thriller,Major Studio,09,7181639,17677164,1.0230513515249611E8
Remember Me (2010),Drama Romance,Mid-size Studio,02,11636623,80606058,7.423023135651684E7
"Remember Me, My Love (2003)",Comedy Drama Romance,Small / Indie Studio,02,26223,22013550,5.347921432260457E7
Remember the Titans (2000),Biography Comedy Drama Sport,Major Studio,09,38083334,249151622,2.2404200421269616E8
Reminiscence (2021),Mystery Romance Sci-Fi Thriller,Major Studio,08,2258347,18985779,1.0230513515249611E8
Remo: Unarmed and Dangerous (1985),Action Adventure Comedy Crime Romance Thriller,Mid-size Studio,10,9847746,41974743,7.423023135651684E7
Renaissance Man (1994),Comedy Drama,Major Studio,06,11761185,51492995,1.3821043868913203E8
Renaissance: A Film by Beyoncé (2023),Documentary Music,Small / Indie Studio,11,22444448,45287575,8.110750448018217E7
Rendition (2007),Drama Thriller,Major Studio,10,2526586,40949423,1.0230513515249611E8
Renegades (1989),Action Crime Drama Thriller,Major Studio,06,7780964,22811703,1.3821043868913203E8
Renfield (2023),Action Comedy Fantasy Horror,Major Studio,04,8263292,27275609,1.0230513515249611E8
Reno 911!: Miami (2007),Comedy Crime,Major Studio,02,15543007,33316532,1.0797687046841025E8
Rent (2005),Drama Musical Romance,Small / Indie Studio,11,16088513,50871815,6.424892013814433E7
Repo Man (1984),Comedy Crime Sci-Fi Thriller,Major Studio,03,287781,394725,1.0230513515249611E8
Repossessed (1990),Comedy Fantasy Horror,Major Studio,09,640957,3319030,1.0230513515249611E8
Requiem for a Dream (2000),Drama,Small / Indie Studio,10,117989,13464753,5.347921432260457E7
Reservoir Dogs (1992),Crime Thriller,Mid-size Studio,10,330499,6554596,7.423023135651684E7
Resident Evil (2002),Action Horror Sci-Fi,Small / Indie Studio,03,30879153,179593737,1.9212904128883716E8
Resident Evil: Afterlife (2010),Action Horror Sci-Fi,Small / Indie Studio,09,38337711,431892817,2.327722360819593E8
Resident Evil: Apocalypse (2004),Action Horror Sci-Fi Thriller,Small / Indie Studio,09,38258410,214811167,2.327722360819593E8
Resident Evil: Extinction (2007),Action Horror Sci-Fi,Small / Indie Studio,09,35823931,223486095,2.005326802713268E8
Resident Evil: Retribution (2012),Action Horror Sci-Fi Thriller,Small / Indie Studio,09,28763766,328130828,1.9212904128883716E8
Resident Evil: The Final Chapter (2016),Action Horror Sci-Fi,Small / Indie Studio,12,17777224,408097118,7.040564837855248E7
Resident Evil: Welcome to Raccoon City (2021),Action Horror Sci-Fi,Small / Indie Studio,11,6157895,48523046,5.347921432260457E7
Respect (2021),Biography Drama Music,Major Studio,08,10196069,38066992,1.0230513515249611E8
Restoration (1995),Biography Drama History Romance,Mid-size Studio,12,155453,8246644,7.889702421365777E7
Resurrection (1980),Drama Fantasy,Major Studio,09,1172647,14883313,1.0230513515249611E8
Retribution (2023),Action Thriller,Mid-size Studio,08,3622651,19237063,7.423023135651684E7
Return of the Living Dead II (1988),Comedy Horror Sci-Fi,Small / Indie Studio,01,9674506,24423446,5.347921432260457E7
Return to Me (2000),Comedy Drama Romance,Major Studio,04,14246911,66690995,1.0435819340089764E8
Return to Never Land (2002),Adventure Animation Family Fantasy,Major Studio,02,20734147,200759474,1.2586544363579321E8
Return to Oz (1985),Adventure Family Fantasy Mystery,Major Studio,06,8296134,32486275,1.3821043868913203E8
Return to Paradise (1998),Drama Romance Thriller,Small / Indie Studio,08,4743797,16051258,5.347921432260457E7
Return to Snowy River (1988),Adventure Drama Romance Western,Major Studio,04,8019302,36305769,1.0230513515249611E8
Return to the Blue Lagoon (1991),Adventure Drama Romance,Major Studio,08,2942333,6467404,1.0230513515249611E8
Revenge (1990),Action Crime Drama Romance Thriller,Major Studio,02,14612951,37562171,1.0435819340089764E8
Revenge of the Nerds (1984),Comedy,Major Studio,07,4569130,123429985,1.0230513515249611E8
Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,Major Studio,07,21813296,83000820,1.2586544363579321E8
Reversal of Fortune (1990),Biography Drama Mystery,Major Studio,10,424908,37080845,1.0230513515249611E8
Revolution (1985),Adventure Drama History War,Major Studio,12,153841,1045655,1.1091726811391076E8
Revolutionary Road (2008),Drama Romance,Small / Indie Studio,12,276698,110703838,5.6228458637633994E7
Rhapsody in August (1991),Drama War,Small / Indie Studio,12,61662,1192059,5.6228458637633994E7
Rhinestone (1984),Comedy Music,Major Studio,06,16486922,64728974,1.438821740050462E8
Rhyme & Reason (1997),Documentary Music,Mid-size Studio,03,1668093,3142913,7.423023135651684E7
Rich Girl (1991),Drama,Small / Indie Studio,05,847753,1292166,5.347921432260457E7
Rich Kids (1979),Comedy Drama,Major Studio,08,229342,8022140,1.0230513515249611E8
Rich in Love (1992),Drama,Major Studio,03,304948,4668361,1.0230513515249611E8
Richard III (1995),Drama Sci-Fi War,Small / Indie Studio,12,189217,5658109,5.6228458637633994E7
Richard Jewell (2019),Biography Crime Drama,Major Studio,12,5773271,54779238,1.1091726811391076E8
Richard Pryor... Here and Now (1983),Comedy Documentary,Major Studio,10,11658210,50885734,1.0230513515249611E8
Richard Pryor: Live on the Sunset Strip (1982),Comedy Documentary,Major Studio,03,25292493,117998541,1.6943211214590883E8
Richie Rich (1994),Comedy Family,Major Studio,12,12338308,80602767,1.1297032636231232E8
Ricki and the Flash (2015),Comedy Drama Music,Small / Indie Studio,08,8749440,54693031,5.347921432260457E7
Ricochet (1991),Action Crime Drama Thriller,Major Studio,10,11127786,50111541,1.0230513515249611E8
Riddick (2013),Action Adventure Sci-Fi Thriller,Major Studio,09,25625165,132415119,1.6943211214590883E8
Ride (1998),Comedy,Mid-size Studio,03,4836561,10555685,7.423023135651684E7
Ride Along (2014),Action Comedy Crime,Major Studio,01,55010591,204677494,3.580774766722703E8
Ride Along 2 (2016),Action Comedy Crime,Major Studio,01,46643349,164916129,3.580774766722703E8
Ride On (2023),Action Comedy Drama Family,Small / Indie Studio,04,66670,37328523,5.347921432260457E7
Riding in Cars with Boys (2001),Biography Comedy Drama,Major Studio,10,18432458,63321389,1.1918938894301553E8
Righteous Kill (2008),Crime Mystery Thriller,Small / Indie Studio,09,23731983,115829043,8.233254951603761E7
Ringmaster (1998),Comedy,Small / Indie Studio,11,6435104,17814003,5.347921432260457E7
Rings (2017),Drama Horror Mystery Romance,Major Studio,02,16639995,106321983,1.0797687046841025E8
Rio (2011),Adventure Animation Comedy Family Music Musical Romance,Major Studio,04,54702552,674776241,3.580774766722703E8
Rio 2 (2014),Adventure Animation Comedy Family Music Musical Romance,Major Studio,03,52111005,660904995,3.580774766722703E8
Rise of the Guardians (2012),Action Adventure Animation Comedy Drama Family Fantasy Sci-Fi,Major Studio,11,32481808,419375985,1.8811767221131817E8
Rise of the Planet of the Apes (2011),Action Drama Sci-Fi Thriller,Major Studio,08,76429955,671895243,5.682912976488168E8
Risen (2016),Action Drama History Mystery,Major Studio,02,15424110,61129837,1.0797687046841025E8
Rising Sun (1993),Action Crime Drama Mystery Thriller,Major Studio,07,32997471,232778544,1.9342436808883315E8
Risky Business (1983),Comedy Crime Drama Romance,Major Studio,08,13465134,200126504,1.0435819340089764E8
River's Edge (1986),Crime Drama,Small / Indie Studio,05,187170,12700000,5.347921432260457E7
Road House (1989),Action Thriller,Small / Indie Studio,05,15075076,76043125,6.092076990388157E7
Road Trip (2000),Comedy,Major Studio,05,28206604,218151681,1.8577665640240195E8
Road to Perdition (2002),Crime Drama Thriller,Major Studio,07,38504072,315645728,2.2404200421269616E8
Roadie (1980),Comedy Music,Major Studio,06,3815070,16087489,1.3821043868913203E8
Rob Roy (1995),Adventure Biography Drama History,Major Studio,04,4165115,65045511,1.0230513515249611E8
Robin Hood (2010),Action Adventure Drama History,Major Studio,05,51878947,462737692,3.673415182844548E8
Robin Hood (2018),Action Adventure Drama Thriller,Major Studio,11,11487355,108048280,1.0230513515249611E8
Robin Hood: Men in Tights (1993),Adventure Comedy Musical Romance,Major Studio,07,14856802,77607668,1.0797687046841025E8
Robin Hood: Prince of Thieves (1991),Action Adventure Drama Romance,Major Studio,06,59024121,899434863,4.9941123858043087E8
RoboCop (1987),Action Crime Sci-Fi Thriller,Mid-size Studio,07,22111034,147514222,1.0271647860769296E8
RoboCop (2014),Action Crime Sci-Fi Thriller,Major Studio,01,28728765,321572617,1.8577665640240195E8
RoboCop 2 (1990),Action Crime Sci-Fi Thriller,Mid-size Studio,06,33960462,109675022,1.8955172381220034E8
RoboCop 3 (1993),Action Crime Sci-Fi Thriller,Mid-size Studio,11,9347790,23226458,7.423023135651684E7
Robot Jox (1989),Action Sci-Fi Thriller,Small / Indie Studio,11,1115035,3056178,5.347921432260457E7
